1583710221.384237,    ZzIg2Mrm00ctmtBmZi0012,   1.837,           2020*1:727531*1 
1583710341.563510,    ZzIg2Mrm00ctmtBmZi0012,   5.961,           2020*1:727531*1 
1583710461.720538,    ZzIg2Mrm00ctmtBmZi0012,   5.961,           2020*1:727531*1 
1583710581.885614,    ZzIg2Mrm00ctmtBmZi0012,   5.947,           2020*1:727531*1 
1583710702.126819,    ZzIg2Mrm00ctmtBmZi0012,   5.947,           2020*1:727531*1 
1583711872.801442,    ZzIg2Mrm00ctmtBmZi0012,   5.935,           2020*1:727531*1 
1583711993.285178,    ZzIg2Mrm00ctmtBmZi0012,   5.935,           2020*1:727531*1 
